tanggal,ulasan,sentimen
2025-07-16,Sangat cepat kurang dari 30 menit sudah bisa pulang dengan perasaan lega.,Positif
2025-07-16,Area parkir sangat sempit dan susah mencari tempat jika sedang ramai pengunjung.,Negatif
2025-07-17,Hanya mampir untuk donor darah. Biasa saja tidak ada yang istimewa.,Netral
2025-07-17,Sangat senang dilayani dengan profesionalitas tinggi oleh para perawat senior.,Positif
2025-07-18,Kapas dan perban dipasang dengan sangat rapi dan darah langsung berhenti.,Positif
2025-07-18,Layanan prima. Fasilitas gedung baru ini memang memberikan kenyamanan ekstra.,Positif
2025-07-19,Petugas langsung sigap memberikan minuman hangat begitu selesai donor. Hebat.,Positif
2025-07-19,Sangat terorganisir alurnya sangat rapi sehingga tidak ada kebingungan.,Positif
2025-07-20,Selesai donor saya langsung pulang. Pelayanan biasa saja.,Netral
2025-07-20,Sangat apresiasi kebersihan toilet dan musala yang tersedia di lingkungan PMI.,Positif
2025-07-21,Banyak edukasi menarik yang bisa dibaca di ruang tunggu selama menunggu giliran.,Positif
2025-07-21,Semakin hari pelayanannya makin bagus dan ditunjang alat yang modern.,Positif
2025-07-21,Suara panggilan antrean terlalu pelan jadi banyak nomor yang terlewat oleh pendonor.,Negatif
2025-07-22,Sangat memuaskan antrean tertib dan kursi tunggunya banyak.,Positif
2025-07-22,Standar kesehatan terjaga dengan baik. Kunjungan rutin berjalan mulus.,Netral
2025-07-23,Petugas handal sekali vena saya yang tersembunyi bisa langsung ditemukan.,Positif
2025-07-23,Pelayanan 24 jam sangat membantu bagi kami yang bekerja shift malam.,Positif
2025-07-24,Sangat efisien dan ramah. Terima kasih PMI Kota Cirebon atas layanannya.,Positif
2025-07-24,Pengalaman donor darah yang menyenangkan. Akan terus donor di sini.,Positif
2025-07-25,Sangat merekomendasikan keluarga untuk donor darah karena fasilitasnya aman.,Positif
2025-07-25,Donor rutin lancar tanpa kendala. Tidak ada masalah.,Netral
2025-07-26,Petugas dengan sigap membantu mengambilkan minum setelah saya selesai donor.,Positif
2025-07-26,Sangat puas dengan pelayanan yang cepat dan tepat sasaran.,Positif
2025-07-27,Ruangan pelayanan terasa sangat higienis bebas dari debu dan nyaman.,Positif
2025-07-27,Suka dengan sistem antrean yang sudah menggunakan layar digital besar.,Positif
2025-07-27,Sayang sekali stok bingkisan snack habis padahal saya mendonor di siang hari.,Negatif
2025-07-28,Sangat sigap dan cerdik petugas administrasinya mengurai antrean yang membludak.,Positif
2025-07-28,Pelayanan dari ujung ke ujung sangat sopan dan beretika tinggi.,Positif
2025-07-29,Buka di akhir pekan sangat membantu. Kinerja pelayanannya luar biasa.,Positif
2025-07-29,Satpam sangat cepat tanggap memberikan arahan bagi kendaraan yang baru datang.,Positif
2025-07-30,Semua proses dari ujung ke ujung berlangsung cepat tanggap.,Positif
2025-07-30,Pelayanan berjalan standar tidak ada keluhan yang berarti.,Netral
2025-07-31,Alat-alatnya sangat modern dan proses donornya dijaga kebersihannya.,Positif
2025-07-31,Sangat sigap petugas memberikan suplemen penambah darah.,Positif
2025-07-31,Proses cek tekanan darah dilakukan dengan sangat teliti.,Positif
2025-07-31,Ruangan observasi sangat nyaman dilengkapi televisi.,Positif
2025-08-01,Sangat nyaman dan fasilitas gedungnya sangat bersih.,Positif
2025-08-01,Petugas loket pendaftaran sangat ramah dan murah senyum.,Positif
2025-08-02,Proses berjalan normal tidak ada yang istimewa.,Netral
2025-08-02,Pengambilan darah cepat dan sama sekali tidak sakit.,Positif
2025-08-03,Sangat efisien dan terorganisir dengan sangat baik.,Positif
2025-08-03,Ada noda darah segar menetes di lantai dari pendonor sebelumnya dan dibiarkan lama tidak disterilkan. Ini sangat berbahaya untuk paparan penyakit menular!,Negatif
2025-08-04,Dokter screening memberikan penjelasan yang sangat edukatif.,Positif
2025-08-04,Pelayanan prima! Terus tingkatkan kualitasnya PMI Cirebon.,Positif
2025-08-05,Datang untuk donor rutin. Semua standar saja dan lancar.,Netral
2025-08-05,Cepat tanggap saat saya menanyakan informasi donor darah.,Positif
2025-08-06,Kebersihan sangat terjaga. Bed donor selalu dirapikan kembali.,Positif
2025-08-06,Sangat memuaskan. PMI Kota Cirebon memang luar biasa.,Positif
2025-08-07,Perawat sangat terampil mencari vena saya yang biasanya sulit.,Positif
2025-08-07,Ruangan sejuk dan suasananya bikin rileks sebelum diambil darah.,Positif
2025-08-08,Hanya donor darah rutin. Tidak ada masalah berarti.,Netral
2025-08-08,Petugas dengan sigap membantu saat saya merasa agak pusing.,Positif
2025-08-09,Proses cek tensi darah berjalan lancar sesuai urutan antrean.,Positif
2025-08-09,Sangat apresiasi keramahan satpam di depan yang sigap menyambut.,Positif
2025-08-09,Antrean di loket administrasi terlalu lama dan menumpuk di pagi hari.,Negatif
2025-08-10,Layanannya cepat banget tidak sampai setengah jam sudah beres.,Positif
2025-08-10,Snack dan minuman pasca donor sangat enak dan memulihkan tenaga.,Positif
2025-08-11,Standar operasional terpenuhi dengan baik dan memadai.,Netral
2025-08-11,Sangat terkesan dengan fasilitas gedung yang rapi dan modern.,Positif
2025-08-12,Alat-alat medis yang digunakan selalu ditunjukkan segelnya masih utuh.,Positif
2025-08-12,Sangat cepat daftar via mesin antrean mandiri sangat membantu.,Positif
2025-08-13,Rutin donor per 3 bulan selalu nyaman berdonor di tempat ini.,Positif
2025-08-13,Pelayanan di hari libur tetap maksimal dan petugasnya penuh semangat.,Positif
2025-08-14,Kunjungan donor biasa. Berjalan sesuai aturan yang ada.,Netral
2025-08-14,Sangat menghargai pelayanan petugas hari ini. Mantap.,Positif
2025-08-15,Dokter sangat teliti memeriksa tekanan darah dan riwayat minum obat.,Positif
2025-08-15,Sangat informatif saat saya banyak tanya soal donor darah apheresis.,Positif
2025-08-15,Sangat kecewa dengan petugas pendaftaran yang kurang senyum.,Negatif
2025-08-16,Ruang observasi nyaman sekali buat istirahat sebentar setelah donor.,Positif
2025-08-16,Tidak ada keluhan sama sekali pelayanannya sangat top.,Positif
2025-08-17,Semuanya wajar dan proses pendaftarannya terbilang mulus.,Netral
2025-08-17,Selalu puas menghabiskan waktu berdonor di PMI Cirebon.,Positif
2025-08-18,Tenaga medisnya bekerja dengan sangat profesional dan higienis.,Positif
2025-08-18,Petugas sangat menghargai para pendonor. Terima kasih atas dedikasinya.,Positif
2025-08-19,Sangat mantap kebersihan toilet juga sangat diperhatikan oleh *cleaning service*.,Positif
2025-08-19,Kursi tunggunya cukup banyak jadi pendonor tidak perlu berdiri pegal.,Positif
2025-08-20,Donor berjalan lancar tidak ada hal yang istimewa hari ini.,Netral
2025-08-20,Fasilitas gedung sangat mendukung kenyamanan pengunjung yang datang.,Positif
2025-08-21,Sangat cepat dan petugas lab-nya cekatan. Layanannya sungguh berkelas.,Positif
2025-08-21,Makanan ringan setelah donor sangat membantu pemulihan stamina.,Positif
2025-08-21,Sistem komputer error jadi harus antre manual yang lama.,Negatif
2025-08-22,Petugas sangat responsif melayani pertanyaan dari pendonor baru.,Positif
2025-08-22,Sangat merekomendasikan tempat ini bagi yang ingin mulai rutin berdonor.,Positif
2025-08-23,Standar saja seperti kunjungan-kunjungan donor saya yang sudah-sudah.,Netral
2025-08-23,Pelayanan memuaskan dan petugas perawatnya murah senyum semua.,Positif
2025-08-24,Petugas sigap memberi air minum saat saya merasa kehausan paska donor.,Positif
2025-08-24,Sangat terorganisir dengan rapi alurnya dari awal sampai akhir.,Positif
2025-08-25,Penanganan paska donor sangat diperhatikan dengan baik oleh tenaga medis.,Positif
2025-08-25,Sangat salut dengan keramahan dan kecepatan petugas PMI Cirebon.,Positif
2025-08-26,Saya datang antre sebentar dan langsung dilayani. Biasa saja.,Netral
2025-08-26,Sistem pemanggilan via layar digital besar sangat memudahkan kami.,Positif
2025-08-27,Daya tanggap satpam sangat baik dalam mengatur parkir motor yang padat.,Positif
2025-08-27,Sangat efisien prosesnya tidak membuang waktu libur saya sama sekali.,Positif
2025-08-27,AC di ruang tunggu mati jadi pendonor kepanasan.,Negatif
2025-08-28,Alat-alatnya sangat modern dan proses donornya dijaga kebersihannya.,Positif
2025-08-28,PMI Cirebon sukses selalu melayani masyarakat dengan prima dan tulus.,Positif
2025-08-29,Pelayanan berjalan standar tidak ada keluhan yang berarti.,Netral
2025-08-29,Sangat edukatif banyak informasi gizi yang berguna di lobi.,Positif
2025-08-30,Semua proses berjalan lancar dan petugasnya sangat kooperatif.,Positif
2025-08-30,Penutupan bulan dengan layanan yang sangat luar biasa dari PMI.,Positif
2025-08-31,Fasilitasnya top dan kualitas layanannya memang teruji.,Positif
2025-08-31,Layanannya sangat berkelas bersih dan terpercaya.,Positif
2025-08-31,Sangat memuaskan antrean tertib dan kursi tunggunya banyak.,Positif
2025-08-31,Petugas handal sekali vena saya yang tersembunyi bisa langsung ditemukan.,Positif
2025-09-01,Pelayanan luar biasa cepat dan sangat efisien.,Positif
2025-09-01,Ruangan nyaman bersih dan AC-nya pas.,Positif
2025-09-02,Petugas sangat ramah dan murah senyum membuat pendonor tenang.,Positif
2025-09-02,Biasa saja rutin donor setiap tiga bulan.,Netral
2025-09-03,Tidak ada kendala sama sekali semuanya mulus.,Positif
2025-09-03,Saya melihat jarum bekas pakai tertinggal di atas nampan bed donor. Ini kelalaian prosedur keamanan yang sangat berisiko!,Negatif
2025-09-04,Layanan prima. Fasilitas sangat mendukung kenyamanan.,Positif
2025-09-04,Dokter yang memeriksa tensi sangat teliti dan komunikatif.,Positif
2025-09-05,Sangat salut dengan keramahan petugas PMI Cirebon.,Positif
2025-09-05,Kunjungan donor standar. Prosedur berjalan normal.,Netral
2025-09-06,Proses pengambilan darah sangat profesional tanpa rasa sakit.,Positif
2025-09-06,Nyaman sekali donor di tempat ini selalu memuaskan.,Positif
2025-09-07,Sangat responsif melayani kebutuhan pendonor.,Positif
2025-09-07,Petugas pendaftaran cekatan antrean jadi sangat lancar.,Positif
2025-09-08,Selesai donor saya istirahat sebentar lalu pulang. Biasa saja.,Netral
2025-09-08,Bed donor sangat bersih dan wanginya menenangkan.,Positif
2025-09-09,Selalu puas donor di sini tidak pernah mengecewakan.,Positif
2025-09-09,Terima kasih PMI Kota Cirebon atas layanan yang sangat baik ini.,Positif
2025-09-09,Lama antre di pendaftaran padahal loket ada banyak tapi yang jaga cuma satu.,Negatif
2025-09-10,Daya tanggap petugas luar biasa cepat.,Positif
2025-09-10,Sangat efisien tidak membuang waktu saya sama sekali.,Positif
2025-09-11,Semua staf sangat membantu dan mengarahkan dengan sopan.,Positif
2025-09-11,Hari ini sepi pengunjung jadi proses sangat cepat selesai.,Netral
2025-09-12,Menu snack sangat enak untuk memulihkan stamina.,Positif
2025-09-12,Sangat terorganisir dengan rapi dari awal sampai akhir.,Positif
2025-09-13,Petugas dengan sigap membantu saat saya merasa pusing sedikit.,Positif
2025-09-13,Prosedur berjalan standar seperti biasa.,Netral
2025-09-14,Sistem pemanggilan via layar digital sangat memudahkan pendonor.,Positif
2025-09-14,Sangat terkesan dengan efisiensi dan kecepatan layanannya.,Positif
2025-09-15,Kapas dan perban dipasang dengan sangat rapi dan darah langsung berhenti.,Positif
2025-09-15,Sangat mengapresiasi kebersihan toilet dan musala yang tersedia.,Positif
2025-09-15,TV di ruang tunggu suaranya mendengung dan mengganggu.,Negatif
2025-09-16,Petugas handal sekali vena saya yang kecil bisa langsung ketemu.,Positif
2025-09-16,Pengalaman donor darah yang menyenangkan. Akan terus donor di sini.,Positif
2025-09-17,Sangat merekomendasikan tempat ini karena fasilitasnya aman dan nyaman.,Positif
2025-09-17,Pelayanan berjalan lancar tanpa kendala sistem.,Netral
2025-09-18,Satpam sangat cepat tanggap memberikan arahan parkir.,Positif
2025-09-18,Layanan prima dan petugas perawatnya murah senyum semua.,Positif
2025-09-19,Alat-alatnya sangat modern dan proses donornya dijaga kebersihannya.,Positif
2025-09-19,PMI Cirebon sukses selalu melayani masyarakat dengan prima.,Positif
2025-09-20,Sangat cepat daftar via mesin antrean mandiri.,Positif
2025-09-20,Biasa saja tidak ada yang spesial dari kunjungan hari ini.,Netral
2025-09-21,Perawat menenangkan saya yang baru pertama kali donor.,Positif
2025-09-21,Sangat mantap kebersihan toilet juga sangat diperhatikan.,Positif
2025-09-21,Parkiran motor sangat sempit dan susah keluar.,Negatif
2025-09-22,Fasilitas gedung sangat mendukung kenyamanan pengunjung yang datang.,Positif
2025-09-22,Sangat cepat dan petugas lab-nya cekatan. Layanan berkelas.,Positif
2025-09-23,Petugas sangat responsif melayani pertanyaan dari pendonor.,Positif
2025-09-23,Donor rutin per 3 bulan selalu memuaskan.,Netral
2025-09-24,Kursi tunggunya cukup banyak jadi tidak capek berdiri.,Positif
2025-09-24,Sangat merekomendasikan tempat ini bagi yang ingin mulai rutin berdonor.,Positif
2025-09-25,Petugas sigap memberi air minum saat saya merasa kehausan.,Positif
2025-09-25,Sangat terorganisir dengan rapi alurnya dari awal sampai akhir.,Positif
2025-09-26,Penanganan paska donor sangat diperhatikan dengan baik.,Positif
2025-09-26,Pelayanan wajar dan standar seperti instansi publik lainnya.,Netral
2025-09-27,Sangat salut dengan keramahan dan kecepatan petugas PMI.,Positif
2025-09-27,Sistem pendaftaran dan pemanggilan antrean sangat rapi.,Positif
2025-09-27,Petugas di loket depan kurang ramah saat menjawab.,Negatif
2025-09-28,Dokter jaga selalu standby dan sigap melayani konsultasi tensi.,Positif
2025-09-28,Ruangan sangat bersih bebas dari debu dan lantainya mengkilap.,Positif
2025-09-29,Standar saja seperti kunjungan-kunjungan donor saya yang sudah-sudah.,Netral
2025-09-29,Pelayanannya cepat jadi saya bisa langsung kembali beraktivitas ke kantor.,Positif
2025-09-30,Sangat mengapresiasi kinerja seluruh petugas PMI yang tak kenal lelah.,Positif
2025-09-30,Sangat terbantu dengan informasi stok darah di layar informasi.,Positif
2025-09-30,Layanannya sangat berkelas dan profesional setara rumah sakit swasta.,Positif
2025-08-15,Petugas dengan cekatan membantu saya mengisi formulir pendaftaran.,Positif
2025-09-20,Fasilitas ruang tunggu sangat bersih dan nyaman untuk istirahat.,Positif
